"id","tinh_tp","quan_huyen","phuong_xa","tinh_tp_lower","quan_huyen_lower","phuong_xa_lower"
707,Hà Nội,PHÚC THỌ,,ha noi,phuc tho,
708,Hà Nội,QUỐC OAI,,ha noi,quoc oai,
709,Hà Nội,SÓC SƠN,,ha noi,soc son,
710,Hà Nội,SƠN TÂY,,ha noi,son tay,
711,Hà Nội,THANH OAI,,ha noi,thanh oai,
712,Hà Nội,THANH TRÌ,,ha noi,thanh tri,
713,Hà Nội,THANH XUÂN,,ha noi,thanh xuan,
714,Hà Nội,THƯỜNG TÍN,,ha noi,thuong tin,
715,Hà Nội,THẠCH THẤT,,ha noi,thach that,
716,Hà Nội,TÂY HỒ,,ha noi,tay ho,
717,Hà Nội,ĐAN PHƯỢNG,,ha noi,dan phuong,
718,Hà Nội,ĐÔNG ANH,,ha noi,dong anh,
719,Hà Nội,ĐỐNG ĐA,,ha noi,dong da,
720,Hà Nội,ỨNG HÒA,,ha noi,ung hoa,
721,Hưng Yên,HƯNG YÊN,,hung yen,hung yen,
722,Hưng Yên,KHOÁI CHÂU,,hung yen,khoai chau,
723,Hưng Yên,KIM ĐỘNG,,hung yen,kim dong,
724,Hưng Yên,MỸ HÀO,,hung yen,my hao,
725,Hưng Yên,PHÙ CỪ,,hung yen,phu cu,
726,Hưng Yên,TIÊN LỮ,,hung yen,tien lu,
727,Hưng Yên,VĂN GIANG,,hung yen,van giang,
728,Hưng Yên,VĂN LÂM,,hung yen,van lam,
729,Hưng Yên,YÊN MỸ,,hung yen,yen my,
730,Hưng Yên,ÂN THI,,hung yen,an thi,
731,Hải Dương,BÌNH GIANG,,hai duong,binh giang,
732,Hải Dương,CHÍ LINH,,hai duong,chi linh,
733,Hải Dương,CẨM GIÀNG,,hai duong,cam giang,
734,Hải Dương,GIA LỘC,,hai duong,gia loc,
735,Hải Dương,HẢI DƯƠNG,,hai duong,hai duong,
736,Hải Dương,KIM THÀNH,,hai duong,kim thanh,
737,Hải Dương,KINH MÔN,,hai duong,kinh mon,
738,Hải Dương,NAM SÁCH,,hai duong,nam sach,
739,Hải Dương,NINH GIANG,,hai duong,ninh giang,
740,Hải Dương,THANH HÀ,,hai duong,thanh ha,
741,Hải Dương,THANH MIỆN,,hai duong,thanh mien,
742,Hải Dương,TỨ KỲ,,hai duong,tu ky,
743,Hải Phòng,AN DƯƠNG,,hai phong,an duong,
744,Hải Phòng,AN LÃO,,hai phong,an lao,
745,Hải Phòng,CÁT HẢI,,hai phong,cat hai,
746,Hải Phòng,DƯƠNG KINH,,hai phong,duong kinh,
747,Hải Phòng,HẢI AN,,hai phong,hai an,
748,Hải Phòng,HỒNG BÀNG,,hai phong,hong bang,
749,Hải Phòng,KIẾN AN,,hai phong,kien an,
750,Hải Phòng,KIẾN THUỴ,,hai phong,kien thuy,
751,Hải Phòng,LÊ CHÂN,,hai phong,le chan,
752,Hải Phòng,NGÔ QUYỀN,,hai phong,ngo quyen,
753,Hải Phòng,THUỶ NGUYÊN,,hai phong,thuy nguyen,
754,Hải Phòng,TIÊN LÃNG,,hai phong,tien lang,
755,Hải Phòng,VĨNH BẢO,,hai phong,vinh bao,
756,Hải Phòng,ĐỒ SƠN,,hai phong,do son,
757,Quảng Ninh,BA CHẼ,,quang ninh,ba che,
758,Quảng Ninh,BÌNH LIÊU,,quang ninh,binh lieu,
759,Quảng Ninh,CÔ TÔ,,quang ninh,co to,
760,Quảng Ninh,CẨM PHẢ,,quang ninh,cam pha,
761,Quảng Ninh,HOÀNH BỒ,,quang ninh,hoanh bo,
762,Quảng Ninh,HẠ LONG,,quang ninh,ha long,
763,Quảng Ninh,HẢI HÀ,,quang ninh,hai ha,
764,Quảng Ninh,MÓNG CÁI,,quang ninh,mong cai,
765,Quảng Ninh,QUẢNG YÊN,,quang ninh,quang yen,
766,Quảng Ninh,TIÊN YÊN,,quang ninh,tien yen,
767,Quảng Ninh,UÔNG BÍ,,quang ninh,uong bi,
768,Quảng Ninh,VÂN ĐỒN,,quang ninh,van don,
769,Quảng Ninh,ĐÔNG TRIỀU,,quang ninh,dong trieu,
770,Quảng Ninh,ĐẦM HÀ,,quang ninh,dam ha,
771,Bắc Giang,BẮC GIANG,,bac giang,bac giang,
772,Bắc Giang,HIỆP HÒA,,bac giang,hiep hoa,
773,Bắc Giang,LẠNG GIANG,,bac giang,lang giang,
774,Bắc Giang,LỤC NAM,,bac giang,luc nam,
775,Bắc Giang,LỤC NGẠN,,bac giang,luc ngan,
776,Bắc Giang,SƠN ĐỘNG,,bac giang,son dong,
777,Bắc Giang,TÂN YÊN,,bac giang,tan yen,
778,Bắc Giang,VIỆT YÊN,,bac giang,viet yen,
779,Bắc Giang,YÊN DŨNG,,bac giang,yen dung,
780,Bắc Giang,YÊN THẾ,,bac giang,yen the,
781,Lạng Sơn,BÌNH GIA,,lang son,binh gia,
782,Lạng Sơn,BẮC SƠN,,lang son,bac son,
783,Lạng Sơn,CAO LỘC,,lang son,cao loc,
784,Lạng Sơn,CHI LĂNG,,lang son,chi lang,
785,Lạng Sơn,HỮU LŨNG,,lang son,huu lung,
786,Lạng Sơn,LẠNG SƠN,,lang son,lang son,
787,Lạng Sơn,LỘC BÌNH,,lang son,loc binh,
788,Lạng Sơn,TRÀNG ĐỊNH,,lang son,trang dinh,
789,Lạng Sơn,VĂN LÃNG,,lang son,van lang,
790,Lạng Sơn,VĂN QUAN,,lang son,van quan,
791,Lạng Sơn,ĐÌNH LẬP,,lang son,dinh lap,
792,Thái Nguyên,PHÚ BÌNH,,thai nguyen,phu binh,
793,Thái Nguyên,PHÚ LƯƠNG,,thai nguyen,phu luong,
794,Thái Nguyên,PHỔ YÊN,,thai nguyen,pho yen,
795,Thái Nguyên,SÔNG CÔNG,,thai nguyen,song cong,
796,Thái Nguyên,THÁI NGUYÊN,,thai nguyen,thai nguyen,
797,Thái Nguyên,VÕ NHAI,,thai nguyen,vo nhai,
798,Thái Nguyên,ĐẠI TỪ,,thai nguyen,dai tu,
799,Thái Nguyên,ĐỊNH HÓA,,thai nguyen,dinh hoa,
800,Thái Nguyên,ĐỒNG HỶ,,thai nguyen,dong hy,
801,Bạc Liêu,BẠC LIÊU,,bac lieu,bac lieu,
802,Bạc Liêu,GIÁ RAI,,bac lieu,gia rai,
803,Bạc Liêu,HOÀ BÌNH,,bac lieu,hoa binh,
804,Bạc Liêu,HỒNG DÂN,,bac lieu,hong dan,
805,Bạc Liêu,VĨNH LỢI,,bac lieu,vinh loi,
806,Bạc Liêu,ĐÔNG HẢI,,bac lieu,dong hai,
807,Bạc Liêu,PHƯỚC LONG,,bac lieu,phuoc long,
808,Cao Bằng,BẢO LÂM,,cao bang,bao lam,
809,Cao Bằng,BẢO LẠC,,cao bang,bao lac,
810,Cao Bằng,CAO BẰNG,,cao bang,cao bang,
811,Cao Bằng,HOÀ AN,,cao bang,hoa an,
812,Cao Bằng,HÀ QUẢNG,,cao bang,ha quang,
813,Cao Bằng,HẠ LANG,,cao bang,ha lang,
814,Cao Bằng,NGUYÊN BÌNH,,cao bang,nguyen binh,
815,Cao Bằng,PHỤC HOÀ,,cao bang,phuc hoa,
816,Cao Bằng,QUẢNG UYÊN,,cao bang,quang uyen,
817,Cao Bằng,THÔNG NÔNG,,cao bang,thong nong,
818,Cao Bằng,THẠCH AN,,cao bang,thach an,
819,Cao Bằng,TRÀ LĨNH,,cao bang,tra linh,
820,Cao Bằng,TRÙNG KHÁNH,,cao bang,trung khanh,
821,Vĩnh Phúc,BÌNH XUYÊN,,vinh phuc,binh xuyen,
822,Vĩnh Phúc,LẬP THẠCH,,vinh phuc,lap thach,
823,Vĩnh Phúc,PHÚC YÊN,,vinh phuc,phuc yen,
824,Vĩnh Phúc,SÔNG LÔ,,vinh phuc,song lo,
825,Vĩnh Phúc,TAM DƯƠNG,,vinh phuc,tam duong,
826,Vĩnh Phúc,TAM ĐẢO,,vinh phuc,tam dao,
827,Vĩnh Phúc,VĨNH TƯỜNG,,vinh phuc,vinh tuong,
828,Vĩnh Phúc,VĨNH YÊN,,vinh phuc,vinh yen,
829,Vĩnh Phúc,YÊN LẠC,,vinh phuc,yen lac,
830,Tuyên Quang,CHIÊM HÓA,,tuyen quang,chiem hoa,
831,Tuyên Quang,HÀM YÊN,,tuyen quang,ham yen,
832,Tuyên Quang,LÂM BÌNH,,tuyen quang,lam binh,
833,Tuyên Quang,NA HANG,,tuyen quang,na hang,
834,Tuyên Quang,SƠN DƯƠNG,,tuyen quang,son duong,
835,Tuyên Quang,TUYÊN QUANG,,tuyen quang,tuyen quang,
836,Tuyên Quang,YÊN SƠN,,tuyen quang,yen son,
837,Hà Giang,BẮC MÊ,,ha giang,bac me,
838,Hà Giang,BẮC QUANG,,ha giang,bac quang,
839,Hà Giang,HOÀNG SU PHÌ,,ha giang,hoang su phi,
840,Hà Giang,HÀ GIANG,,ha giang,ha giang,
841,Hà Giang,MÈO VẠC,,ha giang,meo vac,
842,Hà Giang,QUANG BÌNH,,ha giang,quang binh,
843,Hà Giang,QUẢN BẠ,,ha giang,quan ba,
844,Hà Giang,VỊ XUYÊN,,ha giang,vi xuyen,
845,Hà Giang,XÍN MẦN,,ha giang,xin man,
846,Hà Giang,YÊN MINH,,ha giang,yen minh,
847,Hà Giang,ĐỒNG VĂN,,ha giang,dong van,
848,Yên Bái,LỤC YÊN,,yen bai,luc yen,
849,Yên Bái,MÙ CĂNG CHẢI,,yen bai,mu cang chai,
850,Yên Bái,NGHĨA LỘ,,yen bai,nghia lo,
851,Yên Bái,TRẠM TẤU,,yen bai,tram tau,
852,Yên Bái,TRẤN YÊN,,yen bai,tran yen,
853,Yên Bái,VĂN CHẤN,,yen bai,van chan,
854,Yên Bái,VĂN YÊN,,yen bai,van yen,
855,Yên Bái,YÊN BÁI,,yen bai,yen bai,
856,Yên Bái,YÊN BÌNH,,yen bai,yen binh,
857,Lào Cai,BÁT XÁT,,lao cai,bat xat,
858,Lào Cai,BẢO THẮNG,,lao cai,bao thang,
859,Lào Cai,BẢO YÊN,,lao cai,bao yen,
860,Lào Cai,BẮC HÀ,,lao cai,bac ha,
861,Lào Cai,LÀO CAI,,lao cai,lao cai,
862,Lào Cai,MƯỜNG KHƯƠNG,,lao cai,muong khuong,
863,Lào Cai,SA PA,,lao cai,sa pa,
864,Lào Cai,SI MA CAI,,lao cai,si ma cai,
865,Lào Cai,VĂN BÀN,,lao cai,van ban,
866,Hoà Bình,CAO PHONG,,hoa binh,cao phong,
867,Hoà Bình,HOÀ BÌNH,,hoa binh,hoa binh,
868,Hoà Bình,KIM BÔI,,hoa binh,kim boi,
869,Hoà Bình,KỲ SƠN,,hoa binh,ky son,
870,Hoà Bình,LƯƠNG SƠN,,hoa binh,luong son,
871,Hoà Bình,LẠC SƠN,,hoa binh,lac son,
872,Hoà Bình,LẠC THỦY,,hoa binh,lac thuy,
873,Hoà Bình,MAI CHÂU,,hoa binh,mai chau,
874,Hoà Bình,TÂN LẠC,,hoa binh,tan lac,
875,Hoà Bình,YÊN THỦY,,hoa binh,yen thuy,
876,Hoà Bình,ĐÀ BẮC,,hoa binh,da bac,
877,Sơn La,BẮC YÊN,,son la,bac yen,
878,Sơn La,MAI SƠN,,son la,mai son,
879,Sơn La,MƯỜNG LA,,son la,muong la,
880,Sơn La,MỘC CHÂU,,son la,moc chau,
881,Sơn La,PHÙ YÊN,,son la,phu yen,
882,Sơn La,QUỲNH NHAI,,son la,quynh nhai,
883,Sơn La,SÔNG MÃ,,son la,song ma,
884,Sơn La,SƠN LA,,son la,son la,
885,Sơn La,SỐP CỘP,,son la,sop cop,
886,Sơn La,THUẬN CHÂU,,son la,thuan chau,
887,Sơn La,VÂN HỒ,,son la,van ho,
888,Sơn La,YÊN CHÂU,,son la,yen chau,
889,Điện Biên,MƯỜNG CHÀ,,dien bien,muong cha,
890,Điện Biên,MƯỜNG LAY,,dien bien,muong lay,
891,Điện Biên,MƯỜNG NHÉ,,dien bien,muong nhe,
892,Điện Biên,MƯỜNG ẢNG,,dien bien,muong ang,
893,Điện Biên,NẬM PỒ,,dien bien,nam po,
894,Điện Biên,TUẦN GIÁO,,dien bien,tuan giao,
895,Điện Biên,TỦA CHÙA,,dien bien,tua chua,
896,Điện Biên,ĐIỆN BIÊN,,dien bien,dien bien,
897,Điện Biên,ĐIỆN BIÊN PHỦ,,dien bien,dien bien phu,
898,Điện Biên,ĐIỆN BIÊN ĐÔNG,,dien bien,dien bien dong,
899,Lai Châu,LAI CHÂU,,lai chau,lai chau,
900,Lai Châu,MƯỜNG TÈ,,lai chau,muong te,
901,Lai Châu,NẬM NHÙN,,lai chau,nam nhun,
902,Lai Châu,PHONG THỔ,,lai chau,phong tho,
903,Lai Châu,SÌN HỒ,,lai chau,sin ho,
904,Lai Châu,TAM ĐƯỜNG,,lai chau,tam duong,
905,Lai Châu,THAN UYÊN,,lai chau,than uyen,
906,Lai Châu,TÂN UYÊN,,lai chau,tan uyen,
907,Hà Nam,BÌNH LỤC,,ha nam,binh luc,
908,Hà Nam,DUY TIÊN,,ha nam,duy tien,
909,Hà Nam,KIM BẢNG,,ha nam,kim bang,
910,Hà Nam,LÝ NHÂN,,ha nam,ly nhan,
911,Hà Nam,PHỦ LÝ,,ha nam,phu ly,
912,Hà Nam,THANH LIÊM,,ha nam,thanh liem,
913,Thái Bình,HƯNG HÀ,,thai binh,hung ha,
914,Thái Bình,KIẾN XƯƠNG,,thai binh,kien xuong,
915,Thái Bình,QUỲNH PHỤ,,thai binh,quynh phu,
916,Thái Bình,THÁI BÌNH,,thai binh,thai binh,
917,Thái Bình,THÁI THỤY,,thai binh,thai thuy,
918,Thái Bình,TIỀN HẢI,,thai binh,tien hai,
919,Thái Bình,VŨ THƯ,,thai binh,vu thu,
920,Thái Bình,ĐÔNG HƯNG,,thai binh,dong hung,
921,Nam Định,GIAO THỦY,,nam dinh,giao thuy,
922,Nam Định,HẢI HẬU,,nam dinh,hai hau,
923,Nam Định,MỸ LỘC,,nam dinh,my loc,
924,Nam Định,NAM TRỰC,,nam dinh,nam truc,
925,Nam Định,NAM ĐỊNH,,nam dinh,nam dinh,
926,Nam Định,NGHĨA HƯNG,,nam dinh,nghia hung,
927,Nam Định,TRỰC NINH,,nam dinh,truc ninh,
928,Nam Định,VỤ BẢN,,nam dinh,vu ban,
929,Nam Định,XUÂN TRƯỜNG,,nam dinh,xuan truong,
930,Nam Định,Ý YÊN,,nam dinh,y yen,
931,Ninh Bình,GIA VIỄN,,ninh binh,gia vien,
932,Ninh Bình,HOA LƯ,,ninh binh,hoa lu,
933,Ninh Bình,KIM SƠN,,ninh binh,kim son,
934,Ninh Bình,NHO QUAN,,ninh binh,nho quan,
935,Ninh Bình,NINH BÌNH,,ninh binh,ninh binh,
936,Ninh Bình,TAM ĐIỆP,,ninh binh,tam diep,
937,Ninh Bình,YÊN KHÁNH,,ninh binh,yen khanh,
938,Ninh Bình,YÊN MÔ,,ninh binh,yen mo,
939,Thanh Hóa,BÁ THƯỚC,,thanh hoa,ba thuoc,
940,Thanh Hóa,BỈM SƠN,,thanh hoa,bim son,
941,Thanh Hóa,CẨM THỦY,,thanh hoa,cam thuy,
942,Thanh Hóa,HOẰNG HÓA,,thanh hoa,hoang hoa,
943,Thanh Hóa,HÀ TRUNG,,thanh hoa,ha trung,
944,Thanh Hóa,HẬU LỘC,,thanh hoa,hau loc,
945,Thanh Hóa,LANG CHÁNH,,thanh hoa,lang chanh,
946,Thanh Hóa,MƯỜNG LÁT,,thanh hoa,muong lat,
947,Thanh Hóa,NGA SƠN,,thanh hoa,nga son,
948,Thanh Hóa,NGỌC LẶC,,thanh hoa,ngoc lac,
949,Thanh Hóa,NHƯ THANH,,thanh hoa,nhu thanh,
950,Thanh Hóa,NHƯ XUÂN,,thanh hoa,nhu xuan,
951,Thanh Hóa,NÔNG CỐNG,,thanh hoa,nong cong,
952,Thanh Hóa,QUAN HÓA,,thanh hoa,quan hoa,
953,Thanh Hóa,QUAN SƠN,,thanh hoa,quan son,
954,Thanh Hóa,QUẢNG XƯƠNG,,thanh hoa,quang xuong,
955,Thanh Hóa,SẦM SƠN,,thanh hoa,sam son,
956,Thanh Hóa,THANH HÓA,,thanh hoa,thanh hoa,
957,Thanh Hóa,THIỆU HÓA,,thanh hoa,thieu hoa,
958,Thanh Hóa,THƯỜNG XUÂN,,thanh hoa,thuong xuan,
959,Thanh Hóa,THẠCH THÀNH,,thanh hoa,thach thanh,
960,Thanh Hóa,THỌ XUÂN,,thanh hoa,tho xuan,
961,Thanh Hóa,TRIỆU SƠN,,thanh hoa,trieu son,
962,Thanh Hóa,TĨNH GIA,,thanh hoa,tinh gia,
963,Thanh Hóa,VĨNH LỘC,,thanh hoa,vinh loc,
964,Thanh Hóa,YÊN ĐỊNH,,thanh hoa,yen dinh,
965,Thanh Hóa,ĐÔNG SƠN,,thanh hoa,dong son,
966,Nghệ An,ANH SƠN,,nghe an,anh son,
967,Nghệ An,CON CUÔNG,,nghe an,con cuong,
968,Nghệ An,CỬA LÒ,,nghe an,cua lo,
969,Nghệ An,DIỄN CHÂU,,nghe an,dien chau,
970,Nghệ An,HOÀNG MAI,,nghe an,hoang mai,
971,Nghệ An,HƯNG NGUYÊN,,nghe an,hung nguyen,
972,Nghệ An,KỲ SƠN,,nghe an,ky son,
973,Nghệ An,NAM ĐÀN,,nghe an,nam dan,
974,Nghệ An,NGHI LỘC,,nghe an,nghi loc,
975,Nghệ An,NGHĨA ĐÀN,,nghe an,nghia dan,
976,Nghệ An,QUẾ PHONG,,nghe an,que phong,
977,Nghệ An,QUỲ CHÂU,,nghe an,quy chau,
978,Nghệ An,QUỲ HỢP,,nghe an,quy hop,
979,Nghệ An,QUỲNH LƯU,,nghe an,quynh luu,
980,Nghệ An,THANH CHƯƠNG,,nghe an,thanh chuong,
981,Nghệ An,THÁI HOÀ,,nghe an,thai hoa,
982,Nghệ An,TÂN KỲ,,nghe an,tan ky,
983,Nghệ An,TƯƠNG DƯƠNG,,nghe an,tuong duong,
984,Nghệ An,VINH,,nghe an,vinh,
985,Nghệ An,YÊN THÀNH,,nghe an,yen thanh,
986,Nghệ An,ĐÔ LƯƠNG,,nghe an,do luong,
987,Hà Tĩnh,CAN LỘC,,ha tinh,can loc,
988,Hà Tĩnh,CẨM XUYÊN,,ha tinh,cam xuyen,
989,Hà Tĩnh,HÀ TĨNH,,ha tinh,ha tinh,
990,Hà Tĩnh,HƯƠNG KHÊ,,ha tinh,huong khe,
991,Hà Tĩnh,HƯƠNG SƠN,,ha tinh,huong son,
992,Hà Tĩnh,HỒNG LĨNH,,ha tinh,hong linh,
993,Hà Tĩnh,KỲ ANH,,ha tinh,ky anh,
994,Hà Tĩnh,LỘC HÀ,,ha tinh,loc ha,
995,Hà Tĩnh,NGHI XUÂN,,ha tinh,nghi xuan,
996,Hà Tĩnh,THẠCH HÀ,,ha tinh,thach ha,
997,Hà Tĩnh,VŨ QUANG,,ha tinh,vu quang,
998,Hà Tĩnh,ĐỨC THỌ,,ha tinh,duc tho,
999,Quảng Bình,BA ĐỒN,,quang binh,ba don,
1000,Quảng Bình,BỐ TRẠCH,,quang binh,bo trach,
1001,Quảng Bình,LỆ THỦY,,quang binh,le thuy,
1002,Quảng Bình,MINH HÓA,,quang binh,minh hoa,
1003,Quảng Bình,QUẢNG NINH,,quang binh,quang ninh,
1004,Quảng Bình,QUẢNG TRẠCH,,quang binh,quang trach,
1005,Quảng Bình,TUYÊN HÓA,,quang binh,tuyen hoa,
1006,Quảng Bình,ĐỒNG HỚI,,quang binh,dong hoi,
1007,Quảng Trị,CAM LỘ,,quang tri,cam lo,
1008,Quảng Trị,GIO LINH,,quang tri,gio linh,
1009,Quảng Trị,HƯỚNG HÓA,,quang tri,huong hoa,
1010,Quảng Trị,HẢI LĂNG,,quang tri,hai lang,
1011,Quảng Trị,QUẢNG TRỊ,,quang tri,quang tri,
1012,Quảng Trị,TRIỆU PHONG,,quang tri,trieu phong,
1013,Quảng Trị,VĨNH LINH,,quang tri,vinh linh,
1014,Quảng Trị,ĐA KRÔNG,,quang tri,da krong,
1015,Quảng Trị,ĐÔNG HÀ,,quang tri,dong ha,
1016,Thừa Thiên Huế,A LƯỚI,,thua thien hue,a luoi,
1017,Thừa Thiên Huế,HUẾ,,thua thien hue,hue,
1018,Thừa Thiên Huế,HƯƠNG THỦY,,thua thien hue,huong thuy,
1019,Thừa Thiên Huế,HƯƠNG TRÀ,,thua thien hue,huong tra,
1020,Thừa Thiên Huế,NAM ĐÔNG,,thua thien hue,nam dong,
1021,Thừa Thiên Huế,PHONG ĐIỀN,,thua thien hue,phong dien,
1022,Thừa Thiên Huế,PHÚ LỘC,,thua thien hue,phu loc,
1023,Thừa Thiên Huế,PHÚ VANG,,thua thien hue,phu vang,
1024,Thừa Thiên Huế,QUẢNG ĐIỀN,,thua thien hue,quang dien,
1025,Đà Nẵng,CẨM LỆ,,da nang,cam le,
1026,Đà Nẵng,HÒA VANG,,da nang,hoa vang,
1027,Đà Nẵng,HẢI CHÂU,,da nang,hai chau,
1028,Đà Nẵng,LIÊN CHIỂU,,da nang,lien chieu,
1029,Đà Nẵng,NGŨ HÀNH SƠN,,da nang,ngu hanh son,
1030,Đà Nẵng,SƠN TRÀ,,da nang,son tra,
1031,Đà Nẵng,THANH KHÊ,,da nang,thanh khe,
1032,Quảng Nam,BẮC TRÀ MY,,quang nam,bac tra my,
1033,Quảng Nam,DUY XUYÊN,,quang nam,duy xuyen,
1034,Quảng Nam,HIỆP ĐỨC,,quang nam,hiep duc,
1035,Quảng Nam,HỘI AN,,quang nam,hoi an,
1036,Quảng Nam,NAM GIANG,,quang nam,nam giang,
1037,Quảng Nam,NAM TRÀ MY,,quang nam,nam tra my,
1038,Quảng Nam,NÔNG SƠN,,quang nam,nong son,
1039,Quảng Nam,NÚI THÀNH,,quang nam,nui thanh,
1040,Quảng Nam,PHÚ NINH,,quang nam,phu ninh,
1041,Quảng Nam,PHƯỚC SƠN,,quang nam,phuoc son,
1042,Quảng Nam,QUẾ SƠN,,quang nam,que son,
1043,Quảng Nam,TAM KỲ,,quang nam,tam ky,
1044,Quảng Nam,THĂNG BÌNH,,quang nam,thang binh,
1045,Quảng Nam,TIÊN PHƯỚC,,quang nam,tien phuoc,
1046,Quảng Nam,TÂY GIANG,,quang nam,tay giang,
1047,Quảng Nam,ĐIỆN BÀN,,quang nam,dien ban,
1048,Quảng Nam,ĐÔNG GIANG,,quang nam,dong giang,
1049,Quảng Nam,ĐẠI LỘC,,quang nam,dai loc,
1050,Quảng Ngãi,BA TƠ,,quang ngai,ba to,
1051,Quảng Ngãi,BÌNH SƠN,,quang ngai,binh son,
1052,Quảng Ngãi,LÝ SƠN,,quang ngai,ly son,
1053,Quảng Ngãi,MINH LONG,,quang ngai,minh long,
1054,Quảng Ngãi,MỘ ĐỨC,,quang ngai,mo duc,
1055,Quảng Ngãi,NGHĨA HÀNH,,quang ngai,nghia hanh,
1056,Quảng Ngãi,QUẢNG NGÃI,,quang ngai,quang ngai,
1057,Quảng Ngãi,SƠN HÀ,,quang ngai,son ha,
1058,Quảng Ngãi,SƠN TÂY,,quang ngai,son tay,
1059,Quảng Ngãi,SƠN TỊNH,,quang ngai,son tinh,
1060,Quảng Ngãi,TRÀ BỒNG,,quang ngai,tra bong,
1061,Quảng Ngãi,TÂY TRÀ,,quang ngai,tay tra,
1062,Quảng Ngãi,TƯ NGHĨA,,quang ngai,tu nghia,
1063,Quảng Ngãi,ĐỨC PHỔ,,quang ngai,duc pho,
1064,Kon Tum,KON PLÔNG,,kon tum,kon plong,
1065,Kon Tum,KON RẪY,,kon tum,kon ray,
1066,Kon Tum,KON TUM,,kon tum,kon tum,
1067,Kon Tum,NGỌC HỒI,,kon tum,ngoc hoi,
1068,Kon Tum,SA THẦY,,kon tum,sa thay,
1069,Kon Tum,TU MƠ RÔNG,,kon tum,tu mo rong,
1070,Kon Tum,ĐẮK GLEI,,kon tum,dak glei,
1071,Kon Tum,ĐẮK HÀ,,kon tum,dak ha,
1072,Kon Tum,ĐẮK TÔ,,kon tum,dak to,
1073,Bình Dương,BÀU BÀNG,,binh duong,bau bang,
1074,Bình Dương,BẮC TÂN UYÊN,,binh duong,bac tan uyen,
1075,Bình Dương,BẾN CÁT,,binh duong,ben cat,
1076,Bình Dương,DĨ AN,,binh duong,di an,
1077,Bình Dương,DẦU TIẾNG,,binh duong,dau tieng,
1078,Bình Dương,PHÚ GIÁO,,binh duong,phu giao,
1079,Bình Dương,THUẬN AN,,binh duong,thuan an,
1080,Bình Dương,THỦ DẦU MỘT,,binh duong,thu dau mot,
1081,Bình Dương,TÂN UYÊN,,binh duong,tan uyen,
1082,Gia Lai,AN KHÊ,,gia lai,an khe,
1083,Gia Lai,AYUN PA,,gia lai,ayun pa,
1084,Gia Lai,CHƯ PRÔNG,,gia lai,chu prong,
1085,Gia Lai,CHƯ PĂH,,gia lai,chu pah,
1086,Gia Lai,CHƯ PƯH,,gia lai,chu puh,
1087,Gia Lai,CHƯ SÊ,,gia lai,chu se,
1088,Gia Lai,IA GRAI,,gia lai,ia grai,
1089,Gia Lai,KBANG,,gia lai,kbang,
1090,Gia Lai,KRÔNG PA,,gia lai,krong pa,
1091,Gia Lai,KÔNG CHRO,,gia lai,kong chro,
1092,Gia Lai,MANG YANG,,gia lai,mang yang,
1093,Gia Lai,PHÚ THIỆN,,gia lai,phu thien,
1094,Gia Lai,PLEIKU,,gia lai,pleiku,
1095,Gia Lai,ĐĂK PƠ,,gia lai,dak po,
1096,Gia Lai,ĐĂK ĐOA,,gia lai,dak doa,
1097,Gia Lai,ĐỨC CƠ,,gia lai,duc co,
1098,Phú Yên,PHÚ HOÀ,,phu yen,phu hoa,
1099,Phú Yên,SÔNG CẦU,,phu yen,song cau,
1100,Phú Yên,SÔNG HINH,,phu yen,song hinh,
1101,Phú Yên,SƠN HÒA,,phu yen,son hoa,
1102,Phú Yên,TUY AN,,phu yen,tuy an,
1103,Phú Yên,TUY HOÀ,,phu yen,tuy hoa,
1104,Phú Yên,TÂY HOÀ,,phu yen,tay hoa,
1105,Phú Yên,ĐÔNG HÒA,,phu yen,dong hoa,
1106,Phú Yên,ĐỒNG XUÂN,,phu yen,dong xuan,
1107,Đắk Lắk,BUÔN HỒ,,dak lak,buon ho,
1108,Đắk Lắk,BUÔN MA THUỘT,,dak lak,buon ma thuot,
1109,Đắk Lắk,BUÔN ĐÔN,,dak lak,buon don,
1110,Đắk Lắk,CƯ KUIN,,dak lak,cu kuin,
1111,Đắk Lắk,EA KAR,,dak lak,ea kar,
1112,Đắk Lắk,EA SÚP,,dak lak,ea sup,
1113,Đắk Lắk,KRÔNG A NA,,dak lak,krong a na,
1114,Đắk Lắk,KRÔNG BÔNG,,dak lak,krong bong,
1115,Đắk Lắk,KRÔNG BÚK,,dak lak,krong buk,
1116,Đắk Lắk,KRÔNG NĂNG,,dak lak,krong nang,
1117,Đắk Lắk,KRÔNG PẮC,,dak lak,krong pac,
1118,Đắk Lắk,LẮK,,dak lak,lak,
1119,Đắk Nông,CƯ JÚT,,dak nong,cu jut,
1120,Đắk Nông,GIA NGHĨA,,dak nong,gia nghia,
1121,Đắk Nông,KRÔNG NÔ,,dak nong,krong no,
1122,Đắk Nông,TUY ĐỨC,,dak nong,tuy duc,
1123,Đắk Nông,ĐĂK GLONG,,dak nong,dak glong,
1124,Đắk Nông,ĐẮK MIL,,dak nong,dak mil,
1125,Đắk Nông,ĐẮK SONG,,dak nong,dak song,
1126,Khánh Hòa,CAM LÂM,,khanh hoa,cam lam,
1127,Khánh Hòa,CAM RANH,,khanh hoa,cam ranh,
1128,Khánh Hòa,DIÊN KHÁNH,,khanh hoa,dien khanh,
